,model_type,r2,mse,impute
564,INDUS - 0.2,0.7764,18.923,mean
565,INDUS - 0.2,0.7756,18.9932,mean
566,INDUS - 0.2,0.7767,18.8977,mean
567,INDUS - 0.2,0.7764,18.925,mean
568,INDUS - 0.2,0.7762,18.9405,mean
569,INDUS - 0.2,0.7766,18.9055,mean
570,INDUS - 0.2,0.7766,18.9075,mean
571,INDUS - 0.2,0.7766,18.9044,mean
572,INDUS - 0.2,0.7766,18.9065,mean
573,INDUS - 0.2,0.7769,18.8761,mean
574,INDUS - 0.2,0.7769,18.8762,mean
575,INDUS - 0.2,0.7764,18.9186,mean
576,INDUS - 0.2,0.7752,19.0238,mean
577,INDUS - 0.2,0.7767,18.894,mean
578,INDUS - 0.2,0.7766,18.9059,mean
579,INDUS - 0.2,0.7756,18.9899,mean
580,INDUS - 0.2,0.7759,18.9686,mean
581,INDUS - 0.2,0.7765,18.9156,mean
582,INDUS - 0.2,0.7768,18.8924,mean
583,INDUS - 0.2,0.777,18.8705,mean
584,INDUS - 0.2,0.7765,18.9149,mean
585,INDUS - 0.2,0.7768,18.8884,mean
586,INDUS - 0.2,0.7765,18.9148,mean
587,INDUS - 0.2,0.7766,18.9033,mean
588,INDUS - 0.2,0.777,18.8745,mean
589,INDUS - 0.2,0.7767,18.8966,mean
590,INDUS - 0.2,0.776,18.9592,mean
591,INDUS - 0.2,0.777,18.8695,mean
592,INDUS - 0.2,0.7756,18.9911,mean
593,INDUS - 0.2,0.7771,18.8621,mean
594,INDUS - 0.2,0.7771,18.8625,mean
595,INDUS - 0.2,0.7736,19.155,mean
596,INDUS - 0.2,0.7772,18.8554,mean
597,INDUS - 0.2,0.7768,18.8864,mean
598,INDUS - 0.2,0.7755,19.0012,mean
599,INDUS - 0.2,0.7765,18.9176,mean
600,INDUS - 0.2,0.777,18.8734,mean
601,INDUS - 0.2,0.7763,18.9283,mean
602,INDUS - 0.2,0.7747,19.0676,mean
603,INDUS - 0.2,0.7768,18.8905,mean
604,INDUS - 0.2,0.777,18.8731,mean
605,INDUS - 0.2,0.7766,18.9045,mean
606,INDUS - 0.2,0.777,18.8673,mean
607,INDUS - 0.2,0.7767,18.893,mean
608,INDUS - 0.2,0.7754,19.0101,mean
609,INDUS - 0.2,0.7767,18.894,mean
610,INDUS - 0.2,0.776,18.9587,mean
611,INDUS - 0.2,0.7767,18.8938,mean
612,INDUS - 0.2,0.7766,18.9084,mean
613,INDUS - 0.2,0.7762,18.9426,mean
614,INDUS - 0.2,0.7766,18.9043,mean
615,INDUS - 0.2,0.7764,18.9251,mean
616,INDUS - 0.2,0.7765,18.9161,mean
617,INDUS - 0.2,0.777,18.8709,mean
618,INDUS - 0.2,0.7756,18.9876,mean
619,INDUS - 0.2,0.7744,19.0908,mean
620,INDUS - 0.2,0.777,18.8675,mean
621,INDUS - 0.2,0.7771,18.867,mean
622,INDUS - 0.2,0.7769,18.8786,mean
623,INDUS - 0.2,0.7757,18.9801,mean
624,INDUS - 0.2,0.7765,18.9111,mean
625,INDUS - 0.2,0.7767,18.8958,mean
626,INDUS - 0.2,0.7771,18.8631,mean
627,INDUS - 0.2,0.7753,19.0116,mean
628,INDUS - 0.2,0.7769,18.8792,mean
629,INDUS - 0.2,0.7745,19.081,mean
630,INDUS - 0.2,0.776,18.9589,mean
631,INDUS - 0.2,0.7767,18.8994,mean
632,INDUS - 0.2,0.7758,18.9692,mean
633,INDUS - 0.2,0.7754,19.0093,mean
634,INDUS - 0.2,0.7766,18.9064,mean
635,INDUS - 0.2,0.7767,18.8974,mean
636,INDUS - 0.2,0.7752,19.0196,mean
637,INDUS - 0.2,0.7767,18.8945,mean
638,INDUS - 0.2,0.7764,18.9234,mean
639,INDUS - 0.2,0.7767,18.8942,mean
640,INDUS - 0.2,0.7749,19.0461,mean
641,INDUS - 0.2,0.7757,18.9788,mean
642,INDUS - 0.2,0.7746,19.0733,mean
643,INDUS - 0.2,0.7758,18.9716,mean
644,INDUS - 0.2,0.7765,18.9109,mean
645,INDUS - 0.2,0.777,18.8721,mean
646,INDUS - 0.2,0.7767,18.8932,mean
647,INDUS - 0.2,0.7764,18.9248,mean
648,INDUS - 0.2,0.7765,18.9113,mean
649,INDUS - 0.2,0.7757,18.9815,mean
650,INDUS - 0.2,0.7763,18.9342,mean
651,INDUS - 0.2,0.7766,18.9019,mean
652,INDUS - 0.2,0.7754,19.0039,mean
653,INDUS - 0.2,0.7761,18.9457,mean
654,INDUS - 0.2,0.7753,19.0118,mean
655,INDUS - 0.2,0.7765,18.9125,mean
656,INDUS - 0.2,0.7771,18.8626,mean
657,INDUS - 0.2,0.7768,18.8917,mean
658,INDUS - 0.2,0.7767,18.8932,mean
659,INDUS - 0.2,0.777,18.8744,mean
660,INDUS - 0.2,0.7751,19.032,mean
661,INDUS - 0.2,0.7759,18.9681,mean
662,INDUS - 0.2,0.7763,18.9267,mean
663,INDUS - 0.2,0.7764,18.9181,mean
664,INDUS - 0.2,0.7768,18.8915,mean
665,INDUS - 0.2,0.7767,18.8931,mean
666,INDUS - 0.2,0.7768,18.8917,mean
667,INDUS - 0.2,0.7763,18.9312,mean
668,INDUS - 0.2,0.777,18.8746,mean
669,INDUS - 0.2,0.7761,18.9516,mean
670,INDUS - 0.2,0.7763,18.9336,mean
671,INDUS - 0.2,0.7769,18.8839,mean
672,INDUS - 0.2,0.7767,18.8998,mean
673,INDUS - 0.2,0.7767,18.8981,mean
674,INDUS - 0.2,0.7767,18.8936,mean
675,INDUS - 0.2,0.7767,18.8942,mean
676,INDUS - 0.2,0.7767,18.8962,mean
677,INDUS - 0.2,0.7761,18.9437,mean
678,INDUS - 0.2,0.7767,18.8982,mean
679,INDUS - 0.2,0.7765,18.9116,mean
680,INDUS - 0.2,0.7763,18.9284,mean
681,INDUS - 0.2,0.7765,18.9105,mean
682,INDUS - 0.2,0.7767,18.8982,mean
683,INDUS - 0.2,0.7772,18.8562,mean
684,INDUS - 0.2,0.7755,18.995,mean
685,INDUS - 0.2,0.777,18.8752,mean
686,INDUS - 0.2,0.7769,18.8824,mean
687,INDUS - 0.2,0.776,18.96,mean
688,INDUS - 0.2,0.7765,18.9148,mean
689,INDUS - 0.2,0.7763,18.9305,mean
690,INDUS - 0.2,0.7767,18.8941,mean
691,INDUS - 0.2,0.7763,18.9338,mean
692,INDUS - 0.2,0.7766,18.9022,mean
693,INDUS - 0.2,0.7758,18.9769,mean
694,INDUS - 0.2,0.7758,18.9762,mean
695,INDUS - 0.2,0.7758,18.9764,mean
696,INDUS - 0.2,0.7763,18.9338,mean
697,INDUS - 0.2,0.7768,18.888,mean
698,INDUS - 0.2,0.777,18.8745,mean
699,INDUS - 0.2,0.7754,19.0044,mean
700,INDUS - 0.2,0.7767,18.8938,mean
701,INDUS - 0.2,0.7759,18.9645,mean
702,INDUS - 0.2,0.7767,18.8969,mean
703,INDUS - 0.2,0.7762,18.9424,mean
704,INDUS - 0.2,0.7754,19.0104,mean
705,INDUS - 0.2,0.7765,18.9101,mean
706,INDUS - 0.2,0.7758,18.9733,mean
707,INDUS - 0.2,0.7773,18.8502,mean
708,INDUS - 0.2,0.7768,18.8919,mean
709,INDUS - 0.2,0.777,18.8672,mean
710,INDUS - 0.2,0.7765,18.9155,mean
711,INDUS - 0.2,0.777,18.8747,mean
712,INDUS - 0.2,0.7766,18.9024,mean
713,INDUS - 0.2,0.7768,18.8879,mean
714,INDUS - 0.2,0.777,18.8734,mean
715,INDUS - 0.2,0.7766,18.907,mean
716,INDUS - 0.2,0.7768,18.885,mean
717,INDUS - 0.2,0.7763,18.9347,mean
718,INDUS - 0.2,0.7767,18.896,mean
719,INDUS - 0.2,0.7745,19.0856,mean
720,INDUS - 0.2,0.7766,18.9069,mean
721,INDUS - 0.2,0.7763,18.9297,mean
722,INDUS - 0.2,0.7767,18.8984,mean
723,INDUS - 0.2,0.7766,18.9048,mean
724,INDUS - 0.2,0.7757,18.9801,mean
725,INDUS - 0.2,0.7769,18.8799,mean
726,INDUS - 0.2,0.777,18.8701,mean
727,INDUS - 0.2,0.7766,18.9018,mean
728,INDUS - 0.2,0.7743,19.1034,mean
729,INDUS - 0.2,0.7759,18.9659,mean
730,INDUS - 0.2,0.7763,18.9347,mean
731,INDUS - 0.2,0.7767,18.8976,mean
732,INDUS - 0.2,0.7765,18.9149,mean
733,INDUS - 0.2,0.7756,18.9923,mean
734,INDUS - 0.2,0.7762,18.9369,mean
735,INDUS - 0.2,0.7768,18.8857,mean
736,INDUS - 0.2,0.7765,18.9113,mean
737,INDUS - 0.2,0.7752,19.0211,mean
738,INDUS - 0.2,0.7766,18.9035,mean
739,INDUS - 0.2,0.7767,18.8959,mean
740,INDUS - 0.2,0.7766,18.9019,mean
741,INDUS - 0.2,0.7756,18.9906,mean
742,INDUS - 0.2,0.7768,18.8847,mean
743,INDUS - 0.2,0.7765,18.915,mean
744,INDUS - 0.2,0.7768,18.8878,mean
745,INDUS - 0.2,0.7767,18.8975,mean
746,INDUS - 0.2,0.7754,19.0057,mean
747,INDUS - 0.2,0.7768,18.8879,mean
748,INDUS - 0.2,0.7767,18.8975,mean
749,INDUS - 0.2,0.7762,18.9368,mean
750,INDUS - 0.2,0.7766,18.9059,mean
751,INDUS - 0.2,0.7766,18.905,mean
752,INDUS - 0.2,0.7754,19.0052,mean
753,INDUS - 0.2,0.7761,18.9466,mean
754,INDUS - 0.2,0.7761,18.9467,mean
755,INDUS - 0.2,0.7767,18.8945,mean
756,INDUS - 0.2,0.777,18.875,mean
757,INDUS - 0.2,0.7752,19.0198,mean
758,INDUS - 0.2,0.7768,18.8856,mean
759,INDUS - 0.2,0.7759,18.9681,mean
760,INDUS - 0.2,0.7766,18.908,mean
761,INDUS - 0.2,0.7767,18.8983,mean
762,INDUS - 0.2,0.776,18.9578,mean
763,INDUS - 0.2,0.7768,18.8878,mean
764,INDUS - 0.2,0.777,18.8675,mean
765,INDUS - 0.2,0.7759,18.9604,mean
766,INDUS - 0.2,0.7768,18.886,mean
767,INDUS - 0.2,0.7765,18.9105,mean
768,INDUS - 0.2,0.7756,18.9912,mean
769,INDUS - 0.2,0.7757,18.9795,mean
770,INDUS - 0.2,0.7759,18.9628,mean
771,INDUS - 0.2,0.7764,18.9252,mean
772,INDUS - 0.2,0.7772,18.8532,mean
773,INDUS - 0.2,0.7761,18.9514,mean
774,INDUS - 0.2,0.776,18.956,mean
775,INDUS - 0.2,0.7768,18.8857,mean
776,INDUS - 0.2,0.7764,18.9193,mean
777,INDUS - 0.2,0.7763,18.9279,mean
778,INDUS - 0.2,0.7767,18.8996,mean
779,INDUS - 0.2,0.7759,18.9655,mean
780,INDUS - 0.2,0.7768,18.8898,mean
781,INDUS - 0.2,0.7757,18.984,mean
782,INDUS - 0.2,0.7765,18.9109,mean
783,INDUS - 0.2,0.7766,18.9013,mean
784,INDUS - 0.2,0.7771,18.8595,mean
785,INDUS - 0.2,0.7762,18.9376,mean
786,INDUS - 0.2,0.7767,18.8994,mean
787,INDUS - 0.2,0.7759,18.9685,mean
788,INDUS - 0.2,0.775,19.043,mean
789,INDUS - 0.2,0.7768,18.8906,mean
790,INDUS - 0.2,0.7771,18.8643,mean
791,INDUS - 0.2,0.7765,18.9134,mean
792,INDUS - 0.2,0.7761,18.945,mean
793,INDUS - 0.2,0.7764,18.9233,mean
794,INDUS - 0.2,0.7767,18.896,mean
795,INDUS - 0.2,0.7747,19.0632,mean
796,INDUS - 0.2,0.7769,18.8835,mean
797,INDUS - 0.2,0.7766,18.9072,mean
798,INDUS - 0.2,0.7771,18.8603,mean
799,INDUS - 0.2,0.7764,18.9243,mean
800,INDUS - 0.2,0.7765,18.9147,mean
801,INDUS - 0.2,0.7768,18.8847,mean
802,INDUS - 0.2,0.7768,18.8908,mean
803,INDUS - 0.2,0.776,18.9541,mean
804,INDUS - 0.2,0.7766,18.9076,mean
805,INDUS - 0.2,0.7766,18.9047,mean
806,INDUS - 0.2,0.7766,18.9014,mean
807,INDUS - 0.2,0.7768,18.886,mean
808,INDUS - 0.2,0.775,19.0367,mean
809,INDUS - 0.2,0.7768,18.8894,mean
810,INDUS - 0.2,0.7763,18.9279,mean
811,INDUS - 0.2,0.7754,19.0077,mean
812,INDUS - 0.2,0.777,18.8688,mean
813,INDUS - 0.2,0.7765,18.9123,mean
814,INDUS - 0.2,0.7767,18.8958,mean
815,INDUS - 0.2,0.7749,19.0457,mean
816,INDUS - 0.2,0.7767,18.8944,mean
817,INDUS - 0.2,0.7767,18.893,mean
818,INDUS - 0.2,0.7766,18.9021,mean
819,INDUS - 0.2,0.7769,18.8769,mean
820,INDUS - 0.2,0.7764,18.9217,mean
821,INDUS - 0.2,0.7766,18.9064,mean
822,INDUS - 0.2,0.7764,18.9241,mean
823,INDUS - 0.2,0.7764,18.9192,mean
824,INDUS - 0.2,0.7771,18.8654,mean
825,INDUS - 0.2,0.7755,18.9959,mean
826,INDUS - 0.2,0.7762,18.9373,mean
827,INDUS - 0.2,0.7767,18.8988,mean
828,INDUS - 0.2,0.7763,18.9307,mean
829,INDUS - 0.2,0.7766,18.9049,mean
830,INDUS - 0.2,0.7771,18.8656,mean
831,INDUS - 0.2,0.7764,18.9234,mean
832,INDUS - 0.2,0.777,18.8678,mean
833,INDUS - 0.2,0.7756,18.9901,mean
834,INDUS - 0.2,0.7761,18.9472,mean
835,INDUS - 0.2,0.7771,18.862,mean
836,INDUS - 0.2,0.7768,18.8888,mean
837,INDUS - 0.2,0.7766,18.9011,mean
838,INDUS - 0.2,0.7769,18.8767,mean
839,INDUS - 0.2,0.7764,18.92,mean
840,INDUS - 0.2,0.777,18.8702,mean
841,INDUS - 0.2,0.7766,18.9087,mean
842,INDUS - 0.2,0.7763,18.9325,mean
843,INDUS - 0.2,0.7768,18.8884,mean
844,INDUS - 0.2,0.7758,18.9715,mean
845,INDUS - 0.2,0.7764,18.9212,mean
846,INDUS - 0.2,0.7753,19.0171,mean
847,INDUS - 0.2,0.777,18.8691,mean
848,INDUS - 0.2,0.7763,18.9345,mean
849,INDUS - 0.2,0.777,18.8673,mean
850,INDUS - 0.2,0.7769,18.8799,mean
851,INDUS - 0.2,0.7764,18.9223,mean
852,INDUS - 0.2,0.7762,18.9364,mean
853,INDUS - 0.2,0.7764,18.9257,mean
854,INDUS - 0.2,0.7768,18.8913,mean
855,INDUS - 0.2,0.7764,18.921,mean
856,INDUS - 0.2,0.7763,18.933,mean
857,INDUS - 0.2,0.7764,18.9207,mean
858,INDUS - 0.2,0.7763,18.9329,mean
859,INDUS - 0.2,0.7766,18.9079,mean
860,INDUS - 0.2,0.7758,18.9693,mean
861,INDUS - 0.2,0.7761,18.9482,mean
862,INDUS - 0.2,0.7767,18.8958,mean
863,INDUS - 0.2,0.7763,18.9282,mean
864,INDUS - 0.2,0.7753,19.0188,mean
865,INDUS - 0.2,0.777,18.8696,mean
866,INDUS - 0.2,0.7763,18.9301,mean
867,INDUS - 0.2,0.7765,18.9173,mean
868,INDUS - 0.2,0.7758,18.9755,mean
869,INDUS - 0.2,0.7768,18.8879,mean
870,INDUS - 0.2,0.7763,18.9276,mean
871,INDUS - 0.2,0.777,18.8698,mean
872,INDUS - 0.2,0.7766,18.907,mean
873,INDUS - 0.2,0.7756,18.9925,mean
874,INDUS - 0.2,0.7774,18.8338,mean
875,INDUS - 0.2,0.7772,18.8539,mean
876,INDUS - 0.2,0.7768,18.8871,mean
877,INDUS - 0.2,0.7766,18.9017,mean
878,INDUS - 0.2,0.7763,18.9321,mean
879,INDUS - 0.2,0.776,18.955,mean
880,INDUS - 0.2,0.7765,18.9105,mean
881,INDUS - 0.2,0.7775,18.8321,mean
882,INDUS - 0.2,0.7761,18.9451,mean
883,INDUS - 0.2,0.7763,18.9299,mean
884,INDUS - 0.2,0.7767,18.8928,mean
885,INDUS - 0.2,0.7768,18.8843,mean
886,INDUS - 0.2,0.7763,18.9284,mean
887,INDUS - 0.2,0.7766,18.9046,mean
888,INDUS - 0.2,0.7754,19.0072,mean
889,INDUS - 0.2,0.7769,18.8807,mean
890,INDUS - 0.2,0.7759,18.9653,mean
891,INDUS - 0.2,0.7764,18.9226,mean
892,INDUS - 0.2,0.7757,18.978,mean
893,INDUS - 0.2,0.777,18.875,mean
894,INDUS - 0.2,0.7768,18.8915,mean
895,INDUS - 0.2,0.7766,18.9026,mean
896,INDUS - 0.2,0.7757,18.9825,mean
897,INDUS - 0.2,0.7761,18.9472,mean
898,INDUS - 0.2,0.7768,18.8843,mean
899,INDUS - 0.2,0.7752,19.0213,mean
900,INDUS - 0.2,0.777,18.874,mean
901,INDUS - 0.2,0.7765,18.9159,mean
902,INDUS - 0.2,0.7767,18.8947,mean
903,INDUS - 0.2,0.7771,18.8624,mean
904,INDUS - 0.2,0.7769,18.8828,mean
905,INDUS - 0.2,0.7765,18.9098,mean
906,INDUS - 0.2,0.7766,18.9025,mean
907,INDUS - 0.2,0.7755,18.9982,mean
908,INDUS - 0.2,0.7771,18.8624,mean
909,INDUS - 0.2,0.7767,18.8936,mean
910,INDUS - 0.2,0.7768,18.8863,mean
911,INDUS - 0.2,0.7768,18.8905,mean
912,INDUS - 0.2,0.777,18.8742,mean
913,INDUS - 0.2,0.7765,18.9143,mean
914,INDUS - 0.2,0.7767,18.8962,mean
915,INDUS - 0.2,0.7765,18.9124,mean
916,INDUS - 0.2,0.7768,18.8844,mean
917,INDUS - 0.2,0.7769,18.8796,mean
918,INDUS - 0.2,0.7767,18.8985,mean
919,INDUS - 0.2,0.7769,18.8824,mean
920,INDUS - 0.2,0.7765,18.9152,mean
921,INDUS - 0.2,0.7768,18.8906,mean
922,INDUS - 0.2,0.7765,18.9111,mean
923,INDUS - 0.2,0.7763,18.931,mean
924,INDUS - 0.2,0.7769,18.8762,mean
925,INDUS - 0.2,0.7769,18.8758,mean
926,INDUS - 0.2,0.7759,18.9606,mean
927,INDUS - 0.2,0.7766,18.9047,mean
928,INDUS - 0.2,0.777,18.8739,mean
929,INDUS - 0.2,0.7769,18.878,mean
930,INDUS - 0.2,0.7761,18.9516,mean
931,INDUS - 0.2,0.7769,18.8815,mean
932,INDUS - 0.2,0.7758,18.9707,mean
933,INDUS - 0.2,0.7772,18.8579,mean
934,INDUS - 0.2,0.7758,18.9731,mean
935,INDUS - 0.2,0.7769,18.8812,mean
936,INDUS - 0.2,0.7762,18.9399,mean
937,INDUS - 0.2,0.777,18.8723,mean
938,INDUS - 0.2,0.7762,18.9402,mean
939,INDUS - 0.2,0.7769,18.8795,mean
940,INDUS - 0.2,0.7767,18.8982,mean
941,INDUS - 0.2,0.7762,18.9402,mean
942,INDUS - 0.2,0.7761,18.9453,mean
943,INDUS - 0.2,0.7761,18.9441,mean
944,INDUS - 0.2,0.7764,18.9262,mean
945,INDUS - 0.2,0.7768,18.8868,mean
946,INDUS - 0.2,0.7763,18.9322,mean
947,INDUS - 0.2,0.7767,18.899,mean
948,INDUS - 0.2,0.7758,18.9722,mean
949,INDUS - 0.2,0.7767,18.8966,mean
950,INDUS - 0.2,0.7768,18.8879,mean
951,INDUS - 0.2,0.7766,18.9061,mean
952,INDUS - 0.2,0.7761,18.9497,mean
953,INDUS - 0.2,0.7764,18.9181,mean
954,INDUS - 0.2,0.777,18.8692,mean
955,INDUS - 0.2,0.7765,18.917,mean
956,INDUS - 0.2,0.7762,18.9423,mean
957,INDUS - 0.2,0.7768,18.8911,mean
958,INDUS - 0.2,0.7768,18.8903,mean
959,INDUS - 0.2,0.7767,18.8972,mean
960,INDUS - 0.2,0.7764,18.9253,mean
961,INDUS - 0.2,0.7767,18.8995,mean
962,INDUS - 0.2,0.7769,18.8776,mean
963,INDUS - 0.2,0.7769,18.8816,mean
964,INDUS - 0.2,0.777,18.8717,mean
965,INDUS - 0.2,0.7767,18.8985,mean
966,INDUS - 0.2,0.7765,18.9104,mean
967,INDUS - 0.2,0.7748,19.0564,mean
968,INDUS - 0.2,0.7765,18.9107,mean
969,INDUS - 0.2,0.7762,18.9418,mean
970,INDUS - 0.2,0.7759,18.9621,mean
971,INDUS - 0.2,0.7753,19.0147,mean
972,INDUS - 0.2,0.7768,18.8882,mean
973,INDUS - 0.2,0.7768,18.8889,mean
974,INDUS - 0.2,0.777,18.8743,mean
975,INDUS - 0.2,0.7767,18.8974,mean
976,INDUS - 0.2,0.7765,18.9126,mean
977,INDUS - 0.2,0.7769,18.8827,mean
978,INDUS - 0.2,0.7765,18.9145,mean
979,INDUS - 0.2,0.7765,18.9159,mean
980,INDUS - 0.2,0.7767,18.8986,mean
981,INDUS - 0.2,0.7764,18.9235,mean
982,INDUS - 0.2,0.7764,18.9252,mean
983,INDUS - 0.2,0.7763,18.9316,mean
984,INDUS - 0.2,0.7765,18.91,mean
985,INDUS - 0.2,0.7765,18.9155,mean
986,INDUS - 0.2,0.7771,18.8599,mean
987,INDUS - 0.2,0.7767,18.8979,mean
988,INDUS - 0.2,0.7765,18.9163,mean
989,INDUS - 0.2,0.7767,18.8977,mean
990,INDUS - 0.2,0.7766,18.9071,mean
991,INDUS - 0.2,0.7761,18.9468,mean
992,INDUS - 0.2,0.7767,18.8948,mean
993,INDUS - 0.2,0.7768,18.8888,mean
994,INDUS - 0.2,0.7767,18.8967,mean
995,INDUS - 0.2,0.7763,18.9283,mean
996,INDUS - 0.2,0.7762,18.936,mean
997,INDUS - 0.2,0.7764,18.9213,mean
998,INDUS - 0.2,0.777,18.8718,mean
999,INDUS - 0.2,0.7751,19.0313,mean
1000,INDUS - 0.5,0.7762,18.9398,mean
1001,INDUS - 0.5,0.7769,18.8797,mean
1002,INDUS - 0.5,0.7769,18.8822,mean
1003,INDUS - 0.5,0.777,18.8734,mean
1004,INDUS - 0.5,0.7762,18.9385,mean
1005,INDUS - 0.5,0.7768,18.8924,mean
1006,INDUS - 0.5,0.776,18.954,mean
1007,INDUS - 0.5,0.7766,18.9027,mean
1008,INDUS - 0.5,0.776,18.9588,mean
1009,INDUS - 0.5,0.777,18.8672,mean
1010,INDUS - 0.5,0.7764,18.9204,mean
1011,INDUS - 0.5,0.7759,18.9657,mean
1012,INDUS - 0.5,0.775,19.0391,mean
1013,INDUS - 0.5,0.7767,18.8934,mean
1014,INDUS - 0.5,0.7768,18.8866,mean
1015,INDUS - 0.5,0.7766,18.9026,mean
1016,INDUS - 0.5,0.7769,18.8762,mean
1017,INDUS - 0.5,0.7763,18.9331,mean
1018,INDUS - 0.5,0.7755,19.0009,mean
1019,INDUS - 0.5,0.7767,18.8968,mean
1020,INDUS - 0.5,0.7771,18.8652,mean
1021,INDUS - 0.5,0.7762,18.9383,mean
1022,INDUS - 0.5,0.7766,18.9043,mean
1023,INDUS - 0.5,0.7769,18.8791,mean
1024,INDUS - 0.5,0.7765,18.9108,mean
1025,INDUS - 0.5,0.776,18.9521,mean
1026,INDUS - 0.5,0.7765,18.9125,mean
1027,INDUS - 0.5,0.7766,18.9018,mean
1028,INDUS - 0.5,0.7769,18.8834,mean
1029,INDUS - 0.5,0.7768,18.8868,mean
1030,INDUS - 0.5,0.7767,18.9009,mean
1031,INDUS - 0.5,0.7768,18.8885,mean
1032,INDUS - 0.5,0.777,18.8677,mean
1033,INDUS - 0.5,0.7768,18.8907,mean
1034,INDUS - 0.5,0.7773,18.85,mean
1035,INDUS - 0.5,0.7745,19.086,mean
1036,INDUS - 0.5,0.7765,18.9133,mean
1037,INDUS - 0.5,0.7761,18.9443,mean
1038,INDUS - 0.5,0.7768,18.885,mean
1039,INDUS - 0.5,0.7771,18.8594,mean
1040,INDUS - 0.5,0.7763,18.9296,mean
1041,INDUS - 0.5,0.776,18.9539,mean
1042,INDUS - 0.5,0.7768,18.8913,mean
1043,INDUS - 0.5,0.7761,18.9437,mean
1044,INDUS - 0.5,0.7766,18.9012,mean
1045,INDUS - 0.5,0.7769,18.8833,mean
1046,INDUS - 0.5,0.7765,18.917,mean
1047,INDUS - 0.5,0.7764,18.9247,mean
1048,INDUS - 0.5,0.7766,18.9082,mean
1049,INDUS - 0.5,0.7769,18.8818,mean
1050,INDUS - 0.5,0.7769,18.8793,mean
1051,INDUS - 0.5,0.7769,18.8809,mean
1052,INDUS - 0.5,0.7773,18.8502,mean
1053,INDUS - 0.5,0.7769,18.8809,mean
1054,INDUS - 0.5,0.7766,18.9047,mean
1055,INDUS - 0.5,0.7758,18.9735,mean
1056,INDUS - 0.5,0.777,18.8744,mean
1057,INDUS - 0.5,0.777,18.8678,mean
1058,INDUS - 0.5,0.7756,18.99,mean
1059,INDUS - 0.5,0.7763,18.9292,mean
1060,INDUS - 0.5,0.7756,18.9941,mean
1061,INDUS - 0.5,0.7763,18.9269,mean
1062,INDUS - 0.5,0.7757,18.9811,mean
1063,INDUS - 0.5,0.7769,18.8768,mean
1064,INDUS - 0.5,0.7769,18.8814,mean
1065,INDUS - 0.5,0.7769,18.8762,mean
1066,INDUS - 0.5,0.7764,18.9229,mean
1067,INDUS - 0.5,0.7768,18.891,mean
1068,INDUS - 0.5,0.777,18.8675,mean
1069,INDUS - 0.5,0.777,18.8715,mean
1070,INDUS - 0.5,0.7765,18.9121,mean
1071,INDUS - 0.5,0.7768,18.8889,mean
1072,INDUS - 0.5,0.7762,18.9364,mean
1073,INDUS - 0.5,0.7765,18.913,mean
1074,INDUS - 0.5,0.7767,18.8946,mean
1075,INDUS - 0.5,0.7754,19.0028,mean
1076,INDUS - 0.5,0.7762,18.9404,mean
1077,INDUS - 0.5,0.7766,18.9084,mean
1078,INDUS - 0.5,0.777,18.872,mean
1079,INDUS - 0.5,0.7768,18.8865,mean
1080,INDUS - 0.5,0.7764,18.9232,mean
1081,INDUS - 0.5,0.7763,18.9306,mean
1082,INDUS - 0.5,0.7765,18.9115,mean
1083,INDUS - 0.5,0.777,18.8751,mean
1084,INDUS - 0.5,0.7757,18.9805,mean
1085,INDUS - 0.5,0.7767,18.8931,mean
1086,INDUS - 0.5,0.7765,18.9116,mean
1087,INDUS - 0.5,0.7763,18.9296,mean
1088,INDUS - 0.5,0.7756,18.9902,mean
1089,INDUS - 0.5,0.7768,18.892,mean
1090,INDUS - 0.5,0.7767,18.8978,mean
1091,INDUS - 0.5,0.7768,18.8912,mean
1092,INDUS - 0.5,0.7765,18.9157,mean
1093,INDUS - 0.5,0.7761,18.9468,mean
1094,INDUS - 0.5,0.777,18.8754,mean
1095,INDUS - 0.5,0.777,18.8756,mean
1096,INDUS - 0.5,0.7766,18.908,mean
1097,INDUS - 0.5,0.7759,18.9651,mean
1098,INDUS - 0.5,0.7769,18.8758,mean
1099,INDUS - 0.5,0.7768,18.8857,mean
1100,INDUS - 0.5,0.7759,18.9661,mean
1101,INDUS - 0.5,0.7768,18.8921,mean
1102,INDUS - 0.5,0.7769,18.8837,mean
1103,INDUS - 0.5,0.7768,18.8899,mean
1104,INDUS - 0.5,0.775,19.0372,mean
1105,INDUS - 0.5,0.7767,18.8949,mean
1106,INDUS - 0.5,0.7766,18.9072,mean
1107,INDUS - 0.5,0.7757,18.9821,mean
1108,INDUS - 0.5,0.7765,18.9156,mean
1109,INDUS - 0.5,0.7754,19.0094,mean
1110,INDUS - 0.5,0.7768,18.885,mean
1111,INDUS - 0.5,0.7753,19.0119,mean
1112,INDUS - 0.5,0.7767,18.9007,mean
1113,INDUS - 0.5,0.7767,18.8961,mean
1114,INDUS - 0.5,0.7766,18.9044,mean
1115,INDUS - 0.5,0.7768,18.8857,mean
1116,INDUS - 0.5,0.7761,18.9475,mean
1117,INDUS - 0.5,0.7762,18.9395,mean
1118,INDUS - 0.5,0.7765,18.9137,mean
1119,INDUS - 0.5,0.7763,18.9279,mean
1120,INDUS - 0.5,0.7765,18.9122,mean
1121,INDUS - 0.5,0.7767,18.9006,mean
1122,INDUS - 0.5,0.7756,18.9912,mean
