,model_type,r2,mse,impute
15814,lNOX - 0.2,0.7692,19.5299,mean
15815,lNOX - 0.2,0.7729,19.2207,mean
15816,lNOX - 0.2,0.7748,19.0561,mean
15817,lNOX - 0.2,0.7712,19.3598,mean
15818,lNOX - 0.2,0.7726,19.2452,mean
15819,lNOX - 0.2,0.7711,19.3739,mean
15820,lNOX - 0.2,0.7688,19.5666,mean
15821,lNOX - 0.2,0.7728,19.223,mean
15822,lNOX - 0.2,0.769,19.5504,mean
15823,lNOX - 0.2,0.7731,19.1989,mean
15824,lNOX - 0.2,0.7718,19.3076,mean
15825,lNOX - 0.2,0.7735,19.1671,mean
15826,lNOX - 0.2,0.7718,19.3116,mean
15827,lNOX - 0.2,0.7686,19.5846,mean
15828,lNOX - 0.2,0.7699,19.4689,mean
15829,lNOX - 0.2,0.7682,19.6128,mean
15830,lNOX - 0.2,0.7728,19.2286,mean
15831,lNOX - 0.2,0.7725,19.2525,mean
15832,lNOX - 0.2,0.7701,19.459,mean
15833,lNOX - 0.2,0.7681,19.6223,mean
15834,lNOX - 0.2,0.7701,19.4583,mean
15835,lNOX - 0.2,0.771,19.3762,mean
15836,lNOX - 0.2,0.7684,19.596,mean
15837,lNOX - 0.2,0.7642,19.9549,mean
15838,lNOX - 0.2,0.7716,19.3317,mean
15839,lNOX - 0.2,0.7749,19.051,mean
15840,lNOX - 0.2,0.7759,18.9664,mean
15841,lNOX - 0.2,0.7717,19.3213,mean
15842,lNOX - 0.2,0.7691,19.54,mean
15843,lNOX - 0.2,0.771,19.3776,mean
15844,lNOX - 0.2,0.7651,19.8789,mean
15845,lNOX - 0.2,0.771,19.3756,mean
15846,lNOX - 0.2,0.7728,19.2243,mean
15847,lNOX - 0.2,0.7748,19.0615,mean
15848,lNOX - 0.2,0.7724,19.2604,mean
15849,lNOX - 0.2,0.7706,19.4131,mean
15850,lNOX - 0.2,0.7722,19.2745,mean
15851,lNOX - 0.2,0.7686,19.5785,mean
15852,lNOX - 0.2,0.7708,19.3963,mean
15853,lNOX - 0.2,0.7736,19.1562,mean
15854,lNOX - 0.2,0.7706,19.4118,mean
15855,lNOX - 0.2,0.7699,19.4692,mean
15856,lNOX - 0.2,0.7716,19.3273,mean
15857,lNOX - 0.2,0.7725,19.254,mean
15858,lNOX - 0.2,0.7701,19.4525,mean
15859,lNOX - 0.2,0.7713,19.3545,mean
15860,lNOX - 0.2,0.7686,19.5845,mean
15861,lNOX - 0.2,0.7713,19.354,mean
15862,lNOX - 0.2,0.7727,19.2349,mean
15863,lNOX - 0.2,0.7732,19.1934,mean
15864,lNOX - 0.2,0.7745,19.084,mean
15865,lNOX - 0.2,0.7735,19.1677,mean
15866,lNOX - 0.2,0.7693,19.526,mean
15867,lNOX - 0.2,0.7687,19.5751,mean
15868,lNOX - 0.2,0.7729,19.2189,mean
15869,lNOX - 0.2,0.7688,19.5686,mean
15870,lNOX - 0.2,0.7655,19.8468,mean
15871,lNOX - 0.2,0.7743,19.0985,mean
15872,lNOX - 0.2,0.7714,19.3492,mean
15873,lNOX - 0.2,0.7732,19.1969,mean
15874,lNOX - 0.2,0.7709,19.3873,mean
15875,lNOX - 0.2,0.7691,19.543,mean
15876,lNOX - 0.2,0.7685,19.5919,mean
15877,lNOX - 0.2,0.7692,19.5328,mean
15878,lNOX - 0.2,0.7709,19.3863,mean
15879,lNOX - 0.2,0.7701,19.4587,mean
15880,lNOX - 0.2,0.7738,19.1418,mean
15881,lNOX - 0.2,0.7711,19.3706,mean
15882,lNOX - 0.2,0.7679,19.6389,mean
15883,lNOX - 0.2,0.7694,19.5124,mean
15884,lNOX - 0.2,0.7704,19.4263,mean
15885,lNOX - 0.2,0.7733,19.1806,mean
15886,lNOX - 0.2,0.7728,19.223,mean
15887,lNOX - 0.2,0.7727,19.237,mean
15888,lNOX - 0.2,0.7735,19.1696,mean
15889,lNOX - 0.2,0.768,19.6309,mean
15890,lNOX - 0.2,0.7676,19.6642,mean
15891,lNOX - 0.2,0.7732,19.1916,mean
15892,lNOX - 0.2,0.7721,19.2831,mean
15893,lNOX - 0.2,0.7713,19.353,mean
15894,lNOX - 0.2,0.7741,19.1168,mean
15895,lNOX - 0.2,0.7692,19.5292,mean
15896,lNOX - 0.2,0.7684,19.5977,mean
15897,lNOX - 0.2,0.771,19.3787,mean
15898,lNOX - 0.2,0.7745,19.0868,mean
15899,lNOX - 0.2,0.7733,19.1803,mean
15900,lNOX - 0.2,0.7712,19.3661,mean
15901,lNOX - 0.2,0.7741,19.1205,mean
15902,lNOX - 0.2,0.7686,19.582,mean
15903,lNOX - 0.2,0.768,19.6344,mean
15904,lNOX - 0.2,0.7735,19.1652,mean
15905,lNOX - 0.2,0.7685,19.5925,mean
15906,lNOX - 0.2,0.7751,19.0342,mean
15907,lNOX - 0.2,0.7694,19.5104,mean
15908,lNOX - 0.2,0.7726,19.2442,mean
15909,lNOX - 0.2,0.7712,19.3607,mean
15910,lNOX - 0.2,0.7703,19.4423,mean
15911,lNOX - 0.2,0.7692,19.532,mean
15912,lNOX - 0.2,0.7728,19.2288,mean
15913,lNOX - 0.2,0.7717,19.3168,mean
15914,lNOX - 0.2,0.7737,19.1498,mean
15915,lNOX - 0.2,0.7717,19.3196,mean
15916,lNOX - 0.2,0.7671,19.7093,mean
15917,lNOX - 0.2,0.7692,19.53,mean
15918,lNOX - 0.2,0.7677,19.6607,mean
15919,lNOX - 0.2,0.7729,19.2178,mean
15920,lNOX - 0.2,0.768,19.6337,mean
15921,lNOX - 0.2,0.7718,19.3082,mean
15922,lNOX - 0.2,0.7703,19.4348,mean
15923,lNOX - 0.2,0.769,19.5493,mean
15924,lNOX - 0.2,0.7721,19.2869,mean
15925,lNOX - 0.2,0.7713,19.3529,mean
15926,lNOX - 0.2,0.773,19.2064,mean
15927,lNOX - 0.2,0.7703,19.4413,mean
15928,lNOX - 0.2,0.7677,19.6582,mean
15929,lNOX - 0.2,0.7705,19.4198,mean
15930,lNOX - 0.2,0.7702,19.4468,mean
15931,lNOX - 0.2,0.7721,19.2865,mean
15932,lNOX - 0.2,0.7709,19.391,mean
15933,lNOX - 0.2,0.7693,19.5233,mean
15934,lNOX - 0.2,0.7699,19.4756,mean
15935,lNOX - 0.2,0.7679,19.6407,mean
15936,lNOX - 0.2,0.7712,19.3592,mean
15937,lNOX - 0.2,0.7716,19.3313,mean
15938,lNOX - 0.2,0.7693,19.5235,mean
15939,lNOX - 0.2,0.7722,19.2749,mean
15940,lNOX - 0.2,0.7708,19.3956,mean
15941,lNOX - 0.2,0.7732,19.1892,mean
15942,lNOX - 0.2,0.7714,19.3448,mean
15943,lNOX - 0.2,0.7729,19.2213,mean
15944,lNOX - 0.2,0.7712,19.3645,mean
15945,lNOX - 0.2,0.7704,19.4315,mean
15946,lNOX - 0.2,0.7669,19.7279,mean
15947,lNOX - 0.2,0.77,19.46,mean
15948,lNOX - 0.2,0.7668,19.7309,mean
15949,lNOX - 0.2,0.7704,19.4276,mean
15950,lNOX - 0.2,0.769,19.5462,mean
15951,lNOX - 0.2,0.7717,19.3209,mean
15952,lNOX - 0.2,0.7694,19.514,mean
15953,lNOX - 0.2,0.7705,19.42,mean
15954,lNOX - 0.2,0.772,19.2935,mean
15955,lNOX - 0.2,0.7701,19.4521,mean
15956,lNOX - 0.2,0.7716,19.3268,mean
15957,lNOX - 0.2,0.7689,19.5535,mean
15958,lNOX - 0.2,0.7724,19.2601,mean
15959,lNOX - 0.2,0.7718,19.3155,mean
15960,lNOX - 0.2,0.769,19.5516,mean
15961,lNOX - 0.2,0.7706,19.4096,mean
15962,lNOX - 0.2,0.7684,19.5981,mean
15963,lNOX - 0.2,0.7704,19.4297,mean
15964,lNOX - 0.2,0.7763,18.9344,mean
15965,lNOX - 0.2,0.772,19.2939,mean
15966,lNOX - 0.2,0.7723,19.2729,mean
15967,lNOX - 0.2,0.7682,19.6126,mean
15968,lNOX - 0.2,0.7731,19.1981,mean
15969,lNOX - 0.2,0.7724,19.2604,mean
15970,lNOX - 0.2,0.77,19.4652,mean
15971,lNOX - 0.2,0.7721,19.287,mean
15972,lNOX - 0.2,0.7715,19.3355,mean
15973,lNOX - 0.2,0.7721,19.2861,mean
15974,lNOX - 0.2,0.7664,19.7699,mean
15975,lNOX - 0.2,0.7692,19.531,mean
15976,lNOX - 0.2,0.7689,19.5537,mean
15977,lNOX - 0.2,0.7728,19.2269,mean
15978,lNOX - 0.2,0.7725,19.2562,mean
15979,lNOX - 0.2,0.7702,19.449,mean
15980,lNOX - 0.2,0.7694,19.5125,mean
15981,lNOX - 0.2,0.7699,19.4761,mean
15982,lNOX - 0.2,0.7693,19.5268,mean
15983,lNOX - 0.2,0.7698,19.4832,mean
15984,lNOX - 0.2,0.7722,19.2774,mean
15985,lNOX - 0.2,0.7705,19.422,mean
15986,lNOX - 0.2,0.7719,19.2989,mean
15987,lNOX - 0.2,0.7682,19.6197,mean
15988,lNOX - 0.2,0.7733,19.1854,mean
15989,lNOX - 0.2,0.7724,19.259,mean
15990,lNOX - 0.2,0.7702,19.4442,mean
15991,lNOX - 0.2,0.774,19.1212,mean
15992,lNOX - 0.2,0.7713,19.3504,mean
15993,lNOX - 0.2,0.7691,19.5366,mean
15994,lNOX - 0.2,0.7697,19.4931,mean
15995,lNOX - 0.2,0.7733,19.1884,mean
15996,lNOX - 0.2,0.7724,19.2582,mean
15997,lNOX - 0.2,0.7724,19.2633,mean
15998,lNOX - 0.2,0.768,19.6333,mean
15999,lNOX - 0.2,0.7714,19.3458,mean
16000,lNOX - 0.5,0.7698,19.4786,mean
16001,lNOX - 0.5,0.7698,19.4781,mean
16002,lNOX - 0.5,0.7704,19.427,mean
16003,lNOX - 0.5,0.7692,19.5326,mean
16004,lNOX - 0.5,0.7718,19.3086,mean
16005,lNOX - 0.5,0.7663,19.7778,mean
16006,lNOX - 0.5,0.7716,19.3321,mean
16007,lNOX - 0.5,0.7717,19.3232,mean
16008,lNOX - 0.5,0.7751,19.0329,mean
16009,lNOX - 0.5,0.771,19.3826,mean
16010,lNOX - 0.5,0.7725,19.2555,mean
16011,lNOX - 0.5,0.7746,19.0754,mean
16012,lNOX - 0.5,0.7719,19.3013,mean
16013,lNOX - 0.5,0.7742,19.1108,mean
16014,lNOX - 0.5,0.7709,19.384,mean
16015,lNOX - 0.5,0.7713,19.3548,mean
16016,lNOX - 0.5,0.7736,19.1585,mean
16017,lNOX - 0.5,0.7726,19.2429,mean
16018,lNOX - 0.5,0.7712,19.3612,mean
16019,lNOX - 0.5,0.7694,19.5129,mean
16020,lNOX - 0.5,0.771,19.3825,mean
16021,lNOX - 0.5,0.7728,19.2287,mean
16022,lNOX - 0.5,0.7715,19.334,mean
16023,lNOX - 0.5,0.7717,19.3202,mean
16024,lNOX - 0.5,0.772,19.2956,mean
16025,lNOX - 0.5,0.7672,19.6983,mean
16026,lNOX - 0.5,0.7694,19.5131,mean
16027,lNOX - 0.5,0.7713,19.3498,mean
16028,lNOX - 0.5,0.7716,19.3251,mean
16029,lNOX - 0.5,0.7741,19.1174,mean
16030,lNOX - 0.5,0.7726,19.2402,mean
16031,lNOX - 0.5,0.7688,19.5649,mean
16032,lNOX - 0.5,0.772,19.2938,mean
16033,lNOX - 0.5,0.7711,19.3725,mean
16034,lNOX - 0.5,0.7711,19.3721,mean
16035,lNOX - 0.5,0.7757,18.9834,mean
16036,lNOX - 0.5,0.7747,19.0676,mean
16037,lNOX - 0.5,0.7708,19.3919,mean
16038,lNOX - 0.5,0.7723,19.2713,mean
16039,lNOX - 0.5,0.772,19.2919,mean
16040,lNOX - 0.5,0.7748,19.0537,mean
16041,lNOX - 0.5,0.7697,19.4907,mean
16042,lNOX - 0.5,0.7715,19.3401,mean
16043,lNOX - 0.5,0.7735,19.1663,mean
16044,lNOX - 0.5,0.7721,19.2898,mean
16045,lNOX - 0.5,0.7694,19.5167,mean
16046,lNOX - 0.5,0.7684,19.6013,mean
16047,lNOX - 0.5,0.771,19.3807,mean
16048,lNOX - 0.5,0.7747,19.0689,mean
16049,lNOX - 0.5,0.7719,19.2999,mean
16050,lNOX - 0.5,0.7714,19.3476,mean
16051,lNOX - 0.5,0.7705,19.425,mean
16052,lNOX - 0.5,0.7693,19.5227,mean
16053,lNOX - 0.5,0.7699,19.4711,mean
16054,lNOX - 0.5,0.7709,19.389,mean
16055,lNOX - 0.5,0.7691,19.5394,mean
16056,lNOX - 0.5,0.7738,19.1423,mean
16057,lNOX - 0.5,0.7714,19.3482,mean
16058,lNOX - 0.5,0.7673,19.6889,mean
16059,lNOX - 0.5,0.7695,19.5033,mean
16060,lNOX - 0.5,0.7702,19.4502,mean
16061,lNOX - 0.5,0.7739,19.1356,mean
16062,lNOX - 0.5,0.7687,19.5724,mean
16063,lNOX - 0.5,0.7709,19.3848,mean
16064,lNOX - 0.5,0.7688,19.5676,mean
16065,lNOX - 0.5,0.7703,19.441,mean
16066,lNOX - 0.5,0.7647,19.9107,mean
16067,lNOX - 0.5,0.7681,19.6272,mean
16068,lNOX - 0.5,0.7718,19.3075,mean
16069,lNOX - 0.5,0.772,19.2963,mean
16070,lNOX - 0.5,0.7667,19.7426,mean
16071,lNOX - 0.5,0.771,19.376,mean
16072,lNOX - 0.5,0.774,19.1214,mean
16073,lNOX - 0.5,0.7723,19.271,mean
16074,lNOX - 0.5,0.7725,19.2483,mean
16075,lNOX - 0.5,0.7692,19.5335,mean
16076,lNOX - 0.5,0.773,19.2081,mean
16077,lNOX - 0.5,0.7668,19.7381,mean
16078,lNOX - 0.5,0.7686,19.5787,mean
16079,lNOX - 0.5,0.7722,19.2803,mean
16080,lNOX - 0.5,0.7715,19.3398,mean
16081,lNOX - 0.5,0.7684,19.5952,mean
16082,lNOX - 0.5,0.7693,19.5231,mean
16083,lNOX - 0.5,0.7745,19.0871,mean
16084,lNOX - 0.5,0.771,19.3765,mean
16085,lNOX - 0.5,0.7724,19.2623,mean
16086,lNOX - 0.5,0.7692,19.53,mean
16087,lNOX - 0.5,0.7681,19.6274,mean
16088,lNOX - 0.5,0.7737,19.1476,mean
16089,lNOX - 0.5,0.7749,19.0517,mean
16090,lNOX - 0.5,0.7694,19.5159,mean
16091,lNOX - 0.5,0.7702,19.4479,mean
16092,lNOX - 0.5,0.7705,19.4223,mean
16093,lNOX - 0.5,0.7718,19.3146,mean
16094,lNOX - 0.5,0.7718,19.3094,mean
16095,lNOX - 0.5,0.7689,19.5579,mean
16096,lNOX - 0.5,0.7728,19.2307,mean
16097,lNOX - 0.5,0.772,19.2954,mean
16098,lNOX - 0.5,0.771,19.3769,mean
16099,lNOX - 0.5,0.7714,19.348,mean
16100,lNOX - 0.5,0.7745,19.0868,mean
16101,lNOX - 0.5,0.7711,19.3694,mean
16102,lNOX - 0.5,0.7698,19.4766,mean
16103,lNOX - 0.5,0.7738,19.1439,mean
16104,lNOX - 0.5,0.7724,19.2616,mean
16105,lNOX - 0.5,0.7726,19.2463,mean
16106,lNOX - 0.5,0.7708,19.3955,mean
16107,lNOX - 0.5,0.7719,19.2989,mean
16108,lNOX - 0.5,0.7686,19.5782,mean
16109,lNOX - 0.5,0.7704,19.4315,mean
16110,lNOX - 0.5,0.7712,19.3619,mean
16111,lNOX - 0.5,0.7701,19.4541,mean
16112,lNOX - 0.5,0.7709,19.3838,mean
16113,lNOX - 0.5,0.7704,19.4272,mean
16114,lNOX - 0.5,0.7733,19.1817,mean
16115,lNOX - 0.5,0.7715,19.3341,mean
16116,lNOX - 0.5,0.7723,19.2681,mean
16117,lNOX - 0.5,0.7701,19.4523,mean
16118,lNOX - 0.5,0.7708,19.3991,mean
16119,lNOX - 0.5,0.7709,19.3873,mean
16120,lNOX - 0.5,0.772,19.2966,mean
16121,lNOX - 0.5,0.7749,19.0503,mean
16122,lNOX - 0.5,0.7706,19.4112,mean
16123,lNOX - 0.5,0.7714,19.3448,mean
16124,lNOX - 0.5,0.7692,19.534,mean
16125,lNOX - 0.5,0.7712,19.3645,mean
16126,lNOX - 0.5,0.7727,19.2379,mean
16127,lNOX - 0.5,0.7736,19.1585,mean
16128,lNOX - 0.5,0.7676,19.6627,mean
16129,lNOX - 0.5,0.7687,19.5727,mean
16130,lNOX - 0.5,0.7703,19.4365,mean
16131,lNOX - 0.5,0.7695,19.5097,mean
16132,lNOX - 0.5,0.7714,19.347,mean
16133,lNOX - 0.5,0.7728,19.2264,mean
16134,lNOX - 0.5,0.7704,19.433,mean
16135,lNOX - 0.5,0.7719,19.3026,mean
16136,lNOX - 0.5,0.771,19.3833,mean
16137,lNOX - 0.5,0.7704,19.4305,mean
16138,lNOX - 0.5,0.7642,19.9558,mean
16139,lNOX - 0.5,0.7724,19.2617,mean
16140,lNOX - 0.5,0.7678,19.6497,mean
16141,lNOX - 0.5,0.7725,19.2497,mean
16142,lNOX - 0.5,0.7735,19.1696,mean
16143,lNOX - 0.5,0.7724,19.2611,mean
16144,lNOX - 0.5,0.7706,19.4133,mean
16145,lNOX - 0.5,0.7729,19.2206,mean
16146,lNOX - 0.5,0.7685,19.5908,mean
16147,lNOX - 0.5,0.7736,19.1621,mean
16148,lNOX - 0.5,0.7708,19.3953,mean
16149,lNOX - 0.5,0.7718,19.309,mean
16150,lNOX - 0.5,0.7724,19.2591,mean
16151,lNOX - 0.5,0.773,19.2076,mean
16152,lNOX - 0.5,0.7712,19.361,mean
16153,lNOX - 0.5,0.7709,19.3857,mean
16154,lNOX - 0.5,0.7746,19.0723,mean
16155,lNOX - 0.5,0.7721,19.29,mean
16156,lNOX - 0.5,0.7705,19.424,mean
16157,lNOX - 0.5,0.7706,19.413,mean
16158,lNOX - 0.5,0.7703,19.4352,mean
16159,lNOX - 0.5,0.7722,19.2786,mean
16160,lNOX - 0.5,0.7715,19.3375,mean
16161,lNOX - 0.5,0.7725,19.2559,mean
16162,lNOX - 0.5,0.771,19.3772,mean
16163,lNOX - 0.5,0.7737,19.1519,mean
16164,lNOX - 0.5,0.7718,19.3114,mean
16165,lNOX - 0.5,0.7688,19.5635,mean
16166,lNOX - 0.5,0.772,19.2981,mean
16167,lNOX - 0.5,0.7718,19.3127,mean
16168,lNOX - 0.5,0.7738,19.1445,mean
16169,lNOX - 0.5,0.7743,19.1022,mean
16170,lNOX - 0.5,0.7704,19.4317,mean
16171,lNOX - 0.5,0.7719,19.3054,mean
16172,lNOX - 0.5,0.7726,19.2453,mean
16173,lNOX - 0.5,0.7731,19.1987,mean
16174,lNOX - 0.5,0.7706,19.409,mean
16175,lNOX - 0.5,0.7718,19.3104,mean
16176,lNOX - 0.5,0.7727,19.2393,mean
16177,lNOX - 0.5,0.7697,19.4899,mean
16178,lNOX - 0.5,0.773,19.2058,mean
16179,lNOX - 0.5,0.7723,19.2728,mean
16180,lNOX - 0.5,0.7714,19.3414,mean
16181,lNOX - 0.5,0.7703,19.4407,mean
16182,lNOX - 0.5,0.7722,19.2754,mean
16183,lNOX - 0.5,0.7727,19.2373,mean
16184,lNOX - 0.5,0.7726,19.2474,mean
16185,lNOX - 0.5,0.7688,19.5646,mean
16186,lNOX - 0.5,0.7708,19.3984,mean
16187,lNOX - 0.5,0.772,19.2936,mean
16188,lNOX - 0.5,0.7692,19.5305,mean
16189,lNOX - 0.5,0.7679,19.6453,mean
16190,lNOX - 0.5,0.7687,19.57,mean
16191,lNOX - 0.5,0.7723,19.2683,mean
16192,lNOX - 0.5,0.7725,19.2486,mean
16193,lNOX - 0.5,0.7692,19.5314,mean
16194,lNOX - 0.5,0.7734,19.1741,mean
16195,lNOX - 0.5,0.7735,19.1693,mean
16196,lNOX - 0.5,0.7724,19.2644,mean
16197,lNOX - 0.5,0.7708,19.393,mean
16198,lNOX - 0.5,0.7741,19.1136,mean
16199,lNOX - 0.5,0.7731,19.1978,mean
16200,lNOX - 0.5,0.7684,19.5963,mean
16201,lNOX - 0.5,0.7716,19.3298,mean
16202,lNOX - 0.5,0.7712,19.3616,mean
16203,lNOX - 0.5,0.7706,19.4171,mean
16204,lNOX - 0.5,0.7724,19.262,mean
16205,lNOX - 0.5,0.7726,19.2429,mean
16206,lNOX - 0.5,0.7702,19.4436,mean
16207,lNOX - 0.5,0.771,19.3801,mean
16208,lNOX - 0.5,0.7703,19.4355,mean
16209,lNOX - 0.5,0.7743,19.099,mean
16210,lNOX - 0.5,0.7706,19.4097,mean
16211,lNOX - 0.5,0.774,19.1274,mean
16212,lNOX - 0.5,0.771,19.3831,mean
16213,lNOX - 0.5,0.7729,19.2181,mean
16214,lNOX - 0.5,0.7701,19.4541,mean
16215,lNOX - 0.5,0.7719,19.3002,mean
16216,lNOX - 0.5,0.7695,19.5042,mean
16217,lNOX - 0.5,0.7717,19.3238,mean
16218,lNOX - 0.5,0.7709,19.384,mean
16219,lNOX - 0.5,0.7726,19.2438,mean
16220,lNOX - 0.5,0.774,19.1254,mean
16221,lNOX - 0.5,0.7695,19.5054,mean
16222,lNOX - 0.5,0.7723,19.2654,mean
16223,lNOX - 0.5,0.7732,19.1959,mean
16224,lNOX - 0.5,0.7722,19.2758,mean
16225,lNOX - 0.5,0.7726,19.2426,mean
16226,lNOX - 0.5,0.7686,19.5806,mean
16227,lNOX - 0.5,0.7734,19.1733,mean
16228,lNOX - 0.5,0.7696,19.4981,mean
16229,lNOX - 0.5,0.7737,19.1499,mean
16230,lNOX - 0.5,0.7694,19.5152,mean
16231,lNOX - 0.5,0.7726,19.246,mean
16232,lNOX - 0.5,0.7712,19.3643,mean
16233,lNOX - 0.5,0.7696,19.5014,mean
16234,lNOX - 0.5,0.7726,19.2427,mean
16235,lNOX - 0.5,0.7695,19.5082,mean
16236,lNOX - 0.5,0.7707,19.4026,mean
16237,lNOX - 0.5,0.7684,19.5957,mean
16238,lNOX - 0.5,0.7698,19.4832,mean
16239,lNOX - 0.5,0.7729,19.2172,mean
16240,lNOX - 0.5,0.7693,19.5219,mean
16241,lNOX - 0.5,0.7728,19.2237,mean
16242,lNOX - 0.5,0.7708,19.3962,mean
16243,lNOX - 0.5,0.7724,19.2601,mean
16244,lNOX - 0.5,0.7716,19.3291,mean
16245,lNOX - 0.5,0.7722,19.2808,mean
16246,lNOX - 0.5,0.7697,19.4909,mean
16247,lNOX - 0.5,0.7731,19.1992,mean
